,Vertex,Edge,inputEncode,outputDecode,inputEdgeEncode,vertexFeatures,vertexHiddenLayout,feedThroughVertexFeatures,edgeMLP,edgeFeatures,edgeHiddenLayout,feedThroughEdgeFeatures,messagelayout,parameters,seed,file,entry,r2,l2,psnr,min,max,q1,q3,std
0,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_433611252,0,0.007820589078535556,0.2336436,5.977875313695726,4.078914e-09,0.931088,0.004507810575887561,0.3802880048751831,0.30397847
1,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_433611252,1,0.013583381272991968,0.062759176,7.615110308095657,2.091803e-08,0.36546758,0.005146477720700204,0.08817526884377003,0.08752623
2,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_433611252,2,0.009392527465226563,0.14504926,7.083048366522156,4.5109502e-08,0.7476011,0.02615977730602026,0.2172633334994316,0.14163473
3,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_433611252,3,-0.004490124913521187,0.13515241,9.882711228820087,6.3759205e-07,1.3242265,0.029948884155601263,0.08687644079327583,0.235978
4,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_960745502,0,0.015368848333504048,0.2277528,4.723670740231398,7.864651e-10,0.68165064,0.07014234736561775,0.34050503373146057,0.17275466
5,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_960745502,1,0.01703933539000657,0.16430421,3.667085866466851,1.4140599e-06,0.38531083,0.03575820289552212,0.2791329473257065,0.12507956
6,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_960745502,2,0.011689978915825794,0.03871908,6.742057340906509,4.9561155e-10,0.1846127,0.003978589782491326,0.058963991701602936,0.04689844
7,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_960745502,3,0.04191704206055702,0.018627545,10.949796375973314,5.270536e-09,0.23331454,0.0010423111089039594,0.012802572688087821,0.04101471
8,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_759352143,0,0.00976990392884447,0.13223335,6.6084510446519324,9.0048874e-10,0.609673,0.018346800934523344,0.20526571944355965,0.16014315
9,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_759352143,1,0.02824414900962091,0.07952442,9.279971931768536,2.2053726e-08,0.6755845,0.008501352975144982,0.08129150979220867,0.13241427
10,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_759352143,2,0.004721863410353411,0.05792828,4.972937129153181,1.0597028e-07,0.18316707,0.01317597203887999,0.0978426095098257,0.053042065
11,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_759352143,3,0.007575272166993052,0.035629965,7.6118443911392,1.1668661e-07,0.20732726,0.004754379624500871,0.04503213707357645,0.043193866
12,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_37078787,0,0.016915633915658534,0.15618156,9.223609757543922,6.6729564e-09,1.3141731,0.016659557819366455,0.12146892957389355,0.2768914
13,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_37078787,1,0.024983467230956236,0.10427755,8.079669033283853,5.0534553e-08,0.6759896,0.011578095145523548,0.15095555409789085,0.13543485
14,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_37078787,2,0.013847346207426448,0.05890159,10.864562854934213,1.4496493e-10,0.72464937,0.004840267589315772,0.05779378488659859,0.12818107
15,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,278834676,perlin_37078787,3,-0.002165284448082838,0.049004044,11.822156768485385,7.9669826e-11,0.75021744,0.006095615099184215,0.03785825055092573,0.107904404
0,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_433611252,0,0.007961111634887663,0.23361054,5.978489733460954,1.6118307e-08,0.9311947,0.00451743311714381,0.3755572959780693,0.30403364
1,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_433611252,1,0.013527839292042154,0.06276271,7.61486555773201,8.684723e-09,0.36565614,0.005140032735653222,0.0881634745746851,0.08757085
2,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_433611252,2,0.00949908401346311,0.14503366,7.083515628538283,2.2519766e-08,0.74795336,0.026155429426580667,0.21722330525517464,0.14165778
3,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_433611252,3,-0.0049241076166961495,0.13521081,9.880835206944873,5.435813e-07,1.3244268,0.02993673738092184,0.08693542517721653,0.23601618
4,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_960745502,0,0.01563369458868169,0.22769153,4.7248391842745585,1.0825261e-09,0.6819696,0.07012833841145039,0.34053926169872284,0.1729022
5,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_960745502,1,0.017247570716841798,0.1642694,3.6680056516595676,1.5440743e-06,0.38550088,0.03563124779611826,0.27915575355291367,0.12520029
6,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_960745502,2,0.010295431006326461,0.03877371,6.735934647458278,5.7076344e-09,0.18462512,0.003986758994869888,0.059009612537920475,0.046902172
7,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_960745502,3,0.04163895994022271,0.018632952,10.948535331548815,1.3669003e-08,0.23342273,0.0010395821591373533,0.012811664026230574,0.04102739
8,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_759352143,0,0.009598316023541109,0.13225625,6.60769912459965,8.565191e-09,0.60990953,0.018687135074287653,0.2053358294069767,0.16021666
9,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_759352143,1,0.028423479671880303,0.07950975,9.280773719999091,7.792384e-09,0.67589504,0.008817883441224694,0.0812955740839243,0.13241853
10,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_759352143,2,0.003666047753583368,0.057989724,4.968333303608794,7.483262e-08,0.18325536,0.01317235641181469,0.09790756367146969,0.053061675
11,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_759352143,3,0.006859407206385781,0.035655666,7.608712646707535,1.5509933e-07,0.20745474,0.00476394291035831,0.04506871476769447,0.043200582
12,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_37078787,0,0.01709681425422538,0.15615278,9.22441032089334,3.775682e-10,1.3143488,0.016727456357330084,0.1214597150683403,0.27681035
13,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_37078787,1,0.025246755539404808,0.10424939,8.080841211232329,2.6565381e-08,0.6761075,0.011319974204525352,0.15101991221308708,0.13542691
14,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_37078787,2,0.01376464606379002,0.05890653,10.864198852966991,2.2144429e-09,0.7247653,0.004849634948186576,0.057813662104308605,0.128185
15,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,801872753,perlin_37078787,3,-0.002979698744429493,0.049043868,11.81862900868219,4.6556625e-09,0.75029993,0.006087772664614022,0.03787812776863575,0.10791556
0,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_433611252,0,0.007588006089710775,0.23369838,5.976857081271994,4.4764414e-09,0.93075925,0.004506449564360082,0.38699207454919815,0.30388758
1,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_433611252,1,0.013590942524735916,0.062758684,7.6151439176422535,1.8500842e-08,0.365302,0.0051437970250844955,0.08814154751598835,0.08747505
2,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_433611252,2,0.009198551457185955,0.14507766,7.082198068404757,4.3370104e-08,0.74723935,0.026149469427764416,0.21717628836631775,0.14161386
3,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_433611252,3,-0.003871516136984665,0.13506919,9.885385817613813,6.2744766e-07,1.3237244,0.029315898194909096,0.08684009313583374,0.23590305
4,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_960745502,0,0.014927408679923815,0.22785491,4.721724186585921,4.604317e-10,0.6813318,0.07183209620416164,0.3403424173593521,0.17256553
5,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_960745502,1,0.016667143433483855,0.16436642,3.6654415501763564,1.4274164e-06,0.3851458,0.03574324678629637,0.2790108472108841,0.12490735
6,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_960745502,2,0.013545276325954259,0.038646393,6.75021898440985,8.443246e-10,0.18450941,0.003979374538175762,0.05894292704761028,0.04688351
7,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_960745502,3,0.042086390760771586,0.018624254,10.950563597872202,6.1761876e-09,0.23323472,0.0010492374130990356,0.012798614334315062,0.040998373
8,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_759352143,0,0.009956027948447521,0.13220848,6.609267728336523,1.1369395e-09,0.6094519,0.018338348250836134,0.20519891008734703,0.16006665
9,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_759352143,1,0.027854814890590385,0.07955628,9.278232928165956,2.3255787e-08,0.67527723,0.008470571134239435,0.08126084692776203,0.13245095
10,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_759352143,2,0.006147486644335953,0.057845302,4.979162433473577,1.0051252e-07,0.18310852,0.01316948770545423,0.09779922664165497,0.053018633
11,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_759352143,3,0.008519465462135445,0.035596065,7.6159789438527685,1.2239465e-07,0.20722428,0.004753125715069473,0.045013763941824436,0.043177165
12,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_37078787,0,0.016581238821126942,0.15623468,9.222132316778225,5.9579897e-09,1.3137099,0.016320075374096632,0.12141662649810314,0.27697632
13,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_37078787,1,0.02449521997359272,0.104329765,8.077494980042845,4.8452794e-08,0.67565024,0.011572002898901701,0.1508990079164505,0.13542847
14,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_37078787,2,0.013890471644307123,0.05889901,10.864752556753272,2.1674751e-10,0.7243081,0.00483857630752027,0.05777097027748823,0.12814452
15,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,286870121,perlin_37078787,3,-0.0010364223288430452,0.048948843,11.827051199587702,3.1496605e-10,0.7499435,0.0060925803845748305,0.03784495871514082,0.107864685
0,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_433611252,0,0.007514132285413644,0.23371577,5.976533948332677,9.094947e-13,0.9307788,0.004496858105994761,0.38702279329299927,0.3038738
1,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_433611252,1,0.013575355649354415,0.06275968,7.615074974842342,2.2053726e-08,0.36516964,0.005151683930307627,0.08816739916801453,0.08744702
2,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_433611252,2,0.009133275468788393,0.14508723,7.081911257270679,7.59229e-08,0.7470133,0.02615824108943343,0.21717184409499168,0.14160503
3,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_433611252,3,-0.0036960905953060674,0.13504559,9.886145569180345,7.376631e-07,1.3237149,0.029211843851953745,0.08679249510169029,0.2358913
4,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_960745502,0,0.014786467098298561,0.22788751,4.721103097287852,7.829258e-09,0.6811236,0.07316115871071815,0.3403477594256401,0.1724905
5,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_960745502,1,0.016543013217552804,0.16438717,3.664892922887692,1.2902364e-06,0.3850118,0.03573951683938503,0.2790234312415123,0.124847114
6,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_960745502,2,0.014039087961468688,0.038627043,6.752393112856052,3.669115e-11,0.18453765,0.003971307771280408,0.05890325363725424,0.046889234
7,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_960745502,3,0.04207857052927333,0.018624403,10.950528378764123,1.3744018e-10,0.23315248,0.001046808174578473,0.012790600303560495,0.04098968
8,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_759352143,0,0.0099944246293725,0.13220337,6.6094360872271,1.1287894e-09,0.60929126,0.01835440006107092,0.20515185594558716,0.16001546
9,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_759352143,1,0.02771152828785517,0.079568,9.277593166164559,2.6303727e-08,0.675073,0.008478249656036496,0.08126896061003208,0.1324383
10,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_759352143,2,0.00653243546772575,0.057822898,4.980844986898243,1.4069403e-07,0.1830392,0.013175960630178452,0.09774343483150005,0.05301141
11,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_759352143,3,0.008768751669292918,0.035587117,7.617069785949598,8.50745e-08,0.20713115,0.004743546713143587,0.04498259350657463,0.043177288
12,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_37078787,0,0.016467638697137077,0.15625274,9.221630946758843,4.7887774e-09,1.3137109,0.01631682552397251,0.12144747376441956,0.2770385
13,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_37078787,1,0.024329182754239564,0.10434753,8.076755465497781,8.250382e-08,0.6756623,0.01158497272990644,0.15092837065458298,0.13544454
14,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_37078787,2,0.013884521297480856,0.058899365,10.864726472998825,5.7708514e-09,0.7243237,0.004829500452615321,0.05773618910461664,0.12816001
15,MessagePassing,CConv,False,False,False,[1 1],[],0,False,[1 1 1],[],0,[1],2,936431641,perlin_37078787,3,-0.0007238290264703906,0.048933562,11.828407415345232,2.3237468e-09,0.74996674,0.0060860838275402784,0.037829287350177765,0.10787009
0,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_433611252,0,-0.024701563955069616,0.24130207,5.837803879613114,1.7353628e-07,1.4425241,0.007794568780809641,0.3023565411567688,0.35116163
1,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_433611252,1,-0.4638235077397903,0.09313341,5.900827743674201,9.567035e-09,0.49843833,0.010808022227138281,0.12483161315321922,0.1153702
2,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_433611252,2,-0.06367033067453653,0.15574744,6.773994387741446,1.6524932e-06,1.0636725,0.028481684159487486,0.2114778235554695,0.1784466
3,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_433611252,3,-0.1372873532096106,0.15302005,9.343466255733286,1.33985765e-08,1.1545237,0.017460500821471214,0.17251379042863846,0.2230534
4,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_960745502,0,-0.05316779284854323,0.24360585,4.4314313484419525,1.4738958e-07,1.0025606,0.061391497030854225,0.4064541682600975,0.23301259
5,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_960745502,1,-0.099559107567323,0.18379392,3.180261079001587,2.7762894e-07,0.7100543,0.03787936270236969,0.25621770322322845,0.19041461
6,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_960745502,2,-0.8834012029443374,0.07378611,3.9415627384896608,1.8571065e-09,0.43828946,0.009999734815210104,0.10095241107046604,0.09791569
7,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_960745502,3,-2.0607924208580983,0.05950951,5.905488723880554,5.595613e-09,0.46970797,0.022861314471811056,0.06157232541590929,0.081140436
8,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_759352143,0,-0.171481663231684,0.15643731,5.87845783688233,7.0376257e-07,0.88101876,0.03921640384942293,0.16376009956002235,0.19868742
9,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_759352143,1,-0.383886256292143,0.11325144,7.744539580228523,2.2172486e-09,1.1639583,0.007296421215869486,0.12876510247588158,0.18100873
10,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_759352143,2,-0.485685009639534,0.08647148,3.233114035207155,1.7945666e-08,0.44278434,0.013914135750383139,0.1306830309331417,0.100559466
11,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_759352143,3,-0.7727826670160822,0.063646324,5.092265062303687,2.3479016e-08,0.32708278,0.007342988043092191,0.09414292313158512,0.07377515
12,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_37078787,0,-0.10939645503076001,0.17624864,8.698649845712026,1.2623591e-08,1.7345327,0.012446989072486758,0.18154970183968544,0.28352034
13,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_37078787,1,-0.2217912104812667,0.13066998,7.099818319407465,1.8898712e-07,1.0717804,0.029176410753279924,0.179819006472826,0.15974338
14,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_37078787,2,-0.4682579516472527,0.087697096,9.135981126612332,7.940404e-09,1.0168443,0.00879128067754209,0.08732957392930984,0.1792345
15,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,278834676,perlin_37078787,3,-0.6149286350765208,0.07896705,9.750016413448986,5.471467e-09,0.5230183,0.00412079889792949,0.11996457912027836,0.09659124
0,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_433611252,0,0.0007594552159013723,0.2353064,5.947076849225867,3.3047343e-09,0.93234825,0.0046086321817711,0.388131707906723,0.30562246
1,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_433611252,1,0.0005920747306360497,0.06358573,7.558286612396418,4.5814037e-08,0.3528209,0.005385345313698053,0.08878645300865173,0.0867639
2,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_433611252,2,0.000978892651455343,0.14628121,7.0463181630544245,3.0280947e-09,0.7224202,0.029018243309110403,0.2154644951224327,0.14370601
3,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_433611252,3,-0.00021060111539572546,0.1345766,9.901253802687261,2.6042766e-08,1.305479,0.030880403704941273,0.08082505315542221,0.2330773
4,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_960745502,0,0.0013987023940900123,0.23098421,4.662485188441315,2.3440293e-07,0.65975153,0.07462162151932716,0.33860010653734207,0.17261787
5,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_960745502,1,0.0016016110450013388,0.16688466,3.5994082287481755,1.9646142e-09,0.37359288,0.037198361940681934,0.28495650738477707,0.12411831
6,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_960745502,2,0.0017552480637550438,0.03910829,6.698620126419205,4.968148e-10,0.19229557,0.004563586669974029,0.05776325240731239,0.047731336
7,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_960745502,3,0.0008999720318300097,0.01942502,10.767737410077768,1.1525687e-09,0.24201463,0.0009977762529160827,0.01371392933651805,0.042517804
8,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_759352143,0,0.0010670648597636,0.13339551,6.570448515476119,1.4865031e-08,0.6169776,0.02058241842314601,0.21059823408722878,0.1591886
9,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_759352143,1,0.002342438819278758,0.08164411,9.165729001350343,3.0043395e-08,0.6836404,0.00978760258294642,0.08183742314577103,0.1361927
10,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_759352143,2,0.0012745622737380113,0.05812892,4.957920713110926,5.9469243e-09,0.19240823,0.01299588568508625,0.09779325500130653,0.052719202
11,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_759352143,3,0.00036063666627084157,0.035888985,7.580386033775258,2.7885415e-07,0.19943744,0.004972926690243185,0.04892941936850548,0.04229187
12,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_37078787,0,0.0015796764467249647,0.15861797,9.15638342629973,8.056011e-09,1.2818477,0.017030935268849134,0.12589185684919357,0.27981725
13,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_37078787,1,0.0022191724563671578,0.106712185,7.979436370268342,2.7817586e-07,0.68756884,0.013290090020745993,0.14955313503742218,0.1363946
14,MessagePassing,CConv,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[1],6,801872753,perlin_37078787,2,0.0007478883358262856,0.059683993,10.807254371235011,7.0303145e-11,0.7323211,0.003850714478176087,0.058413335122168064,0.13085456
